user_id,session_id,subscription_type,user_journey
1516,2980231,annual,"Log in-Other,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in"
1516,2980248,annual,"Log in-Log in,Log in-Log in,Sign up-Sign up,Sign up-Sign up,Other-Sign up,Log in-Log in"
1516,2992252,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
1516,3070491,annual,"Log in-Log in,Log in-Log in,Homepage-Log in,Log in-Log in,Log in-Log in"
1516,3709807,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
1516,3723132,annual,"Checkout-Checkout,Checkout-Checkout"
1516,3723365,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
1516,3723382,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
1516,3723427,annual,Checkout-Checkout
1516,3723483,annual,Coupoun-Coupoun
1516,3723508,annual,"Checkout-Checkout,Checkout-Checkout"
1516,3724778,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
1516,3726160,annual,Checkout-Checkout
3395,3645805,annual,"Sign up-Log in,Log in-Log in,Pricing-Sign up"
3395,3657408,annual,Homepage-Pricing
3395,3712148,annual,Pricing-Checkout
3395,3713857,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
10107,3653049,annual,"Resources centre-Resources centre,Resources centre-Other,Homepage-Resources centre"
10107,3655508,annual,"Homepage-Career Tracks,Career Tracks-Career Tracks"
10107,3655510,annual,"Career Tracks-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Courses"
10107,3655968,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Career Tracks-Log in"
10107,3656751,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in"
10107,3656761,annual,Checkout-Checkout
10107,3657001,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
10107,3657036,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
10107,3657049,annual,Checkout-Checkout
10107,3657083,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
10107,3657114,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
10107,3657143,annual,Checkout-Checkout
10107,3657160,annual,Checkout-Checkout
10107,3657165,annual,Checkout-Checkout
11145,3604036,monthly,"Log in-Log in,Homepage-Log in"
11145,3616619,monthly,"Log in-Log in"
11145,3663283,monthly,"Homepage-Log in,Log in-Log in"
11145,3732821,monthly,"Log in-Log in,Log in-Log in,Homepage-Log in"
11145,3762550,monthly,"Log in-Log in,Homepage-Log in"
11145,3820355,monthly,"Log in-Log in,Homepage-Log in"
11145,3824728,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
12400,3981254,monthly,"Homepage-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Sign up,Sign up-Log in,Log in-Log in,Log in-Log in"
12400,3981424,monthly,"Resources centre-Resources centre,Other-Career track certificate,Career track certificate-Resources centre,Resources centre-Resources centre,Resources centre-Resources centre"
12400,4007641,monthly,"Log in-Log in,Homepage-Log in,instructors-Homepage,Homepage-instructors"
12400,4007777,monthly,Checkout-Checkout
13082,4082241,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
13082,4170113,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
13082,4170146,monthly,Checkout-Checkout
13082,4179007,monthly,"Sign up-Sign up,Log in-Log in,Sign up-Sign up,Homepage-Sign up"
13082,4179383,monthly,Checkout-Checkout
14415,3592143,monthly,"Pricing-Sign up,Sign up-Sign up,Pricing-Sign up,Sign up-Sign up"
14415,3666190,monthly,"Homepage-Log in,Log in-Log in"
14415,3722839,monthly,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
14415,3828098,monthly,Checkout-Checkout
14415,3828133,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
15630,2840652,annual,"Checkout-Checkout,Checkout-Checkout"
15630,3092839,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
15630,3525204,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Pricing-Checkout"
15630,4227640,annual,"Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other,Other-Other"
15630,4227849,annual,"Homepage-Log in,Log in-Log in"
15630,4227990,annual,"Checkout-Checkout,Checkout-Checkout"
15630,4691158,annual,Coupoun-Coupoun
15630,4714040,annual,"Log in-Log in,Homepage-Log in"
15630,4745433,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
15630,4793691,annual,"Checkout-Checkout,Checkout-Checkout"
16589,3493454,quarterly,"Career Tracks-Career Tracks,Career Tracks-Career Tracks,Homepage-Career Tracks,Homepage-Career Tracks,Pricing-Pricing,Sign up-Sign up,Homepage-Homepage,Homepage-Homepage,Career Tracks-Career Tracks,Homepage-Homepage,Homepage-Homepage,Career Tracks-Career Tracks,Homepage-Homepage,Pricing-Sign up,Homepage-Homepage,Homepage-Career Tracks,Homepage-Pricing,Homepage-Homepage,Sign up-Sign up,Homepage-Career Tracks,Pricing-Pricing,Pricing-Pricing"
16589,3503180,quarterly,"Sign up-Sign up,Sign up-Sign up,Homepage-Sign up"
16589,3528526,quarterly,Checkout-Checkout
20355,4283897,monthly,"Pricing-Pricing,Pricing-Pricing,Career track certificate-Pricing,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Pricing-Courses,Courses-Courses,Courses-Career track certificate,Career track certificate-Career track certificate"
20355,4285452,monthly,"Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in"
20355,4285577,monthly,Checkout-Checkout
22679,3647017,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
22679,3648373,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
23292,3079160,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
23292,3079551,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in"
23292,3192980,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in,Log in-Log in"
23292,3803039,annual,"Log in-Log in"
23292,4723711,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
23292,4723763,annual,"Log in-Log in,Homepage-Log in"
23292,4723779,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
23292,4826927,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
23292,4826932,annual,"Checkout-Checkout,Checkout-Checkout"
24414,3634177,annual,Coupoun-Coupoun
24414,3634180,annual,Coupoun-Coupoun
31705,3591399,annual,"Log in-Log in,Log in-Log in,Homepage-Log in"
31705,3591408,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
31705,3591431,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
31705,3592763,annual,Checkout-Checkout
31705,3592778,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
31705,3592875,annual,"Checkout-Checkout,Checkout-Checkout"
34689,3728492,monthly,"Career Tracks-Courses,Courses-Courses,Courses-Courses,Homepage-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Courses-Sign up,Sign up-Log in,Log in-Log in"
34689,3782453,monthly,"Log in-Log in,Homepage-Log in"
34689,3959616,monthly,"Log in-Log in"
34689,3969165,monthly,Checkout-Checkout
34912,3611156,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
34912,3611166,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
37614,2960407,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
37614,2960417,annual,Checkout-Checkout
37614,3229791,annual,"Homepage-Courses,Courses-Pricing"
37614,3578314,annual,"Homepage-Pricing,Homepage-Homepage,Career Tracks-Sign up,Homepage-Career Tracks"
37614,3581347,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
37614,3581355,annual,"Checkout-Checkout,Pricing-Checkout"
37614,3585373,annual,Pricing-Checkout
37614,3592447,annual,"Career Tracks-Career Tracks,Career Tracks-Career Tracks,Homepage-Career Tracks,Homepage-Homepage,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Homepage-Career Tracks,Career Tracks-Pricing,Career Tracks-Pricing"
37614,3597973,annual,"Other-Other,Other-Other,Homepage-Other,Other-Other"
37614,3601797,annual,"Log in-Log in,Homepage-Log in,Log in-Log in,Log in-Log in"
37614,3601812,annual,"Checkout-Checkout,Checkout-Checkout"
37614,3610272,annual,"Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Homepage-Log in"
37614,3611114,annual,"Log in-Log in,Log in-Log in,Homepage-Log in,Log in-Log in"
37614,3611187,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
37614,3612254,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
37614,3612310,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
39452,3747997,annual,"Courses-Sign up,Sign up-Log in,Log in-Log in,Log in-Log in,Log in-Log in,Log in-Log in"
39452,3777626,annual,Other-Other
39452,3780196,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
39452,3780278,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
41200,3597671,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
41200,3597893,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
41200,3653885,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
41200,3653958,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
41200,3654042,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
41200,3697645,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
60084,4705653,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
71559,3614913,annual,Coupoun-Coupoun
71559,3615042,annual,"Checkout-Checkout,Pricing-Checkout,Pricing-Sign up"
72771,3655006,monthly,"Log in-Log in"
72771,3752509,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
74256,4709692,annual,"Sign up-Sign up,Sign up-Sign up"
74256,4711043,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
74256,4725065,annual,"Other-Other,Other-Other,Log in-Log in,Log in-Log in,Homepage-Log in,Other-Other"
74256,4725163,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
75048,3615439,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
82563,4266984,monthly,"Sign up-Sign up,Courses-Sign up"
82563,4267992,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
82563,4269029,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
84641,3055149,quarterly,"Sign up-Sign up,Sign up-Sign up"
84641,3058849,quarterly,"Career Tracks-Career Tracks,Homepage-Pricing,Pricing-Pricing,Pricing-Pricing,Pricing-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Upcoming courses,Upcoming courses-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Pricing,Career Tracks-Career Tracks,Pricing-Career Tracks,Courses-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Career Tracks-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Courses-Courses,Career Tracks-Courses,Courses-Courses,Career Tracks-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Courses-Courses,Courses-Courses,Career Tracks-Courses"
84641,3101268,quarterly,"Sign up-Sign up,Homepage-Sign up,Sign up-Sign up"
84641,3101282,quarterly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
84641,3836426,quarterly,"Homepage-Log in,Log in-Log in"
88208,3470241,annual,"Homepage-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Courses,Courses-Courses,Career Tracks-Pricing"
88208,3472094,annual,"Homepage-Career Tracks,Career Tracks-Career Tracks"
88208,3472125,annual,"Homepage-Career Tracks,Career Tracks-Career Tracks,Homepage-Homepage,Homepage-Pricing,Pricing-Pricing,Homepage-Career Tracks,Career Tracks-Career Tracks,Homepage-Homepage"
88208,3472188,annual,"Career Tracks-Career Tracks,Career Tracks-Courses,Courses-Courses,Courses-Courses,Career Tracks-Courses,Courses-Courses,Courses-Courses,Career Tracks-Courses,Courses-Courses,Courses-Courses,Career Tracks-Courses,Courses-Courses,Homepage-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Courses-Courses,Courses-Courses"
88208,3472441,annual,"Career Tracks-Career Tracks,Career Tracks-Career Tracks,Homepage-Career Tracks,Career Tracks-Career Tracks,Homepage-Career Tracks,Homepage-Career Tracks,Homepage-Homepage"
88208,3477661,annual,"Resources centre-Pricing,Homepage-Course certificate,Course certificate-Resources centre,Course certificate-Course certificate,Course certificate-Course certificate,Resources centre-Resources centre,Course certificate-Course certificate,Course certificate-Course certificate,Log in-Log in,Pricing-Log in"
88208,3618788,annual,"Pricing-Pricing,Pricing-Pricing,Homepage-Pricing"
88208,3619207,annual,"Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Courses-Courses,Courses-Courses,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Courses,Career Tracks-Career Tracks,Courses-Courses,Pricing-Career Tracks,Courses-Courses"
88208,3623970,annual,"Career track certificate-Career track certificate,Career track certificate-Career Tracks,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Homepage-Career track certificate,Career Tracks-Career Tracks,Career track certificate-Career Tracks,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career Tracks,Career track certificate-Career track certificate,Career track certificate-Career track certificate"
88208,3625342,annual,"Homepage-Log in,Log in-Log in"
88208,3629254,annual,"Career track certificate-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Courses,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Courses-Courses,Homepage-Career track certificate,Career track certificate-Career track certificate,Courses-Courses,Courses-Courses"
88208,3629369,annual,"Log in-Log in"
88208,3630604,annual,"Log in-Log in,Homepage-Log in"
88208,3639385,annual,"Homepage-Log in,Log in-Log in"
88208,3641543,annual,"Log in-Log in,Homepage-Log in"
88208,3641552,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
88208,3641605,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
88208,3641648,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
96793,3591450,annual,Homepage-Pricing
96793,3591456,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
97516,3755045,annual,"Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Homepage-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses"
97516,3755132,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
102461,3023818,annual,"instructors-Pricing,Pricing-Pricing"
102461,3598531,annual,"Success stories-Success stories,Homepage-Success stories,Pricing-Pricing,Success stories-Pricing"
102461,3609644,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
105172,3598970,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
105951,3707087,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
105951,3708891,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Pricing-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
108970,3333726,annual,"Homepage-Sign up,Homepage-Homepage,Homepage-Career Tracks,Career Tracks-Career Tracks,Homepage-Homepage,Homepage-Career Tracks,Career Tracks-Career Tracks,Homepage-Homepage"
108970,3403196,annual,"Homepage-Pricing,Pricing-Checkout"
108970,3464962,annual,"Homepage-Sign up,Pricing-Checkout,Homepage-Pricing"
108970,3469496,annual,"Homepage-Pricing,Homepage-Sign up,Pricing-Sign up,Sign up-Sign up,Sign up-Sign up"
108970,3471532,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
108970,3474562,annual,"Pricing-Checkout,Homepage-Pricing"
108970,3475055,annual,"Pricing-Upcoming courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Upcoming courses-Courses"
108970,3475496,annual,"Courses-Sign up"
108970,3521787,annual,"Log in-Log in"
108970,3530118,annual,"Sign up-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses"
108970,3665320,annual,"Homepage-Pricing,Pricing-Checkout"
108970,3681256,annual,"Log in-Log in"
108970,3681271,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
110519,3782266,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
110519,3783503,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
120485,2882468,monthly,"Homepage-Log in,Log in-Log in,Homepage-Sign up"
120485,3133194,monthly,"Homepage-Pricing,Pricing-Pricing,Pricing-Pricing,Pricing-Pricing"
120485,3409566,monthly,"Pricing-Checkout,Pricing-Checkout,Pricing-Upcoming courses,Homepage-Pricing"
120485,3409921,monthly,"Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Courses,Courses-Resources centre,Upcoming courses-Courses"
120485,3410166,monthly,"Resources centre-Resources centre,Resources centre-Resources centre,Resources centre-Homepage,Homepage-Homepage,Homepage-Homepage,Homepage-Homepage"
120485,3463173,monthly,"Homepage-Pricing,Pricing-Checkout"
120485,3475661,monthly,"Pricing-Checkout,Pricing-Checkout"
120485,3475668,monthly,"Pricing-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
120485,3475729,monthly,"Other-Pricing,Pricing-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks"
120485,3482045,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
121047,4596804,annual,"Sign up-Sign up,Sign up-Sign up,Pricing-Other,Other-Courses,Log in-Log in,Courses-Sign up,Sign up-Pricing,Pricing-Sign up,Homepage-Pricing,Log in-Log in,Sign up-Sign up,Log in-Log in,Sign up-Sign up"
121047,4672735,annual,"Coupoun-Coupoun,Other-Other,Other-Other,Other-Other"
125167,4637825,annual,"Homepage-Sign up,Career Tracks-Career Tracks,Sign up-Sign up,Homepage-Homepage,Homepage-Homepage,Career Tracks-Sign up,Homepage-Career Tracks"
125167,4658873,annual,"Homepage-Log in"
125167,4780659,annual,"Other-Other,Other-Other,Other-Other"
125167,4791737,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
126202,3748210,annual,"Log in-Log in,Courses-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Log in-Log in,Log in-Log in"
126202,4715267,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
126202,4715301,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
126202,4715545,annual,"Career track certificate-Resources centre,Career track certificate-Sign up,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Homepage-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate"
126202,4715590,annual,"Resources centre-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Pricing,Pricing-Checkout"
126202,4715618,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
126202,4715643,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
126202,4722382,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
126202,4722444,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
135366,3601231,annual,"Homepage-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks"
135366,3603367,annual,"Coupoun-Coupoun,Coupoun-Coupoun"
142012,2969507,monthly,"Log in-Log in,Log in-Other,Log in-Log in,Log in-Log in,Homepage-Log in,Log in-Log in"
142012,3954150,monthly,"Log in-Log in,Log in-Log in,Homepage-Log in"
142012,4113053,monthly,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
143885,3010869,annual,"Resources centre-Courses,Courses-Sign up,Courses-Courses,Courses-Courses,Resources centre-Courses"
143885,3619279,annual,"Career track certificate-Career track certificate,Career track certificate-Career track certificate,Homepage-Career track certificate,Log in-Log in,Log in-Log in,Log in-Log in,Sign up-Log in,Sign up-Sign up,Log in-Log in,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Log in-Sign up,Log in-Log in,Career track certificate-Log in,Career track certificate-Career track certificate"
143885,3619494,annual,"Checkout-Checkout,Checkout-Checkout"
143885,3637054,annual,Coupoun-Coupoun
148246,3756111,annual,"Log in-Log in"
148246,3772007,annual,"Log in-Log in"
148246,3779002,annual,"Log in-Log in"
148246,3784157,annual,"Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun,Coupoun-Coupoun"
150335,3715580,annual,"Career track certificate-Career track certificate,Homepage-Career track certificate,Career track certificate-Career track certificate"
150335,3728028,annual,"Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Career track certificate-Career track certificate,Homepage-Career track certificate"
150335,3732506,annual,"Sign up-Sign up,Career Tracks-Sign up,Sign up-Sign up"
150335,3732523,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
150418,3751441,annual,"Career Tracks-Career Tracks,Sign up-Sign up,Sign up-Sign up,Courses-Sign up,Career Tracks-Courses,Sign up-Sign up,Career Tracks-Career Tracks,Homepage-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Career Tracks-Career Tracks,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up,Sign up-Sign up"
150418,3774587,annual,"Log in-Log in,Log in-Log in"
150418,3774826,annual,"Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout,Checkout-Checkout"
150418,3775611,annual,"Log in-Log in,Log in-Log in,Log in-Log in"
150418,3776041,annual,"Log in-Log in,Log in-Log in"
